Value.element_type,Value.first_name,Value.id,Value.now_cost,Value.points_per_game,Value.selected_by_percent,Value.team,Value.total_points,Value.web_name,Value.minutes,Value.goals_scored,Value.assists,Value.clean_sheets,Value.goals_conceded,Value.own_goals,Value.penalties_saved,Value.penalties_missed,Value.yellow_cards,Value.red_cards,Value.saves,Value.bonus,Value.bps,Value.influence,Value.creativity,Value.threat,Value.ict_index,Value.starts,Value.expected_goals,Value.expected_assists,Value.expected_goal_involvements,Value.expected_goals_conceded,Value.influence_rank,Value.influence_rank_type,Value.creativity_rank,Value.creativity_rank_type,Value.threat_rank,Value.threat_rank_type,Value.ict_index_rank,Value.ict_index_rank_type,Value.expected_goals_per_90,Value.saves_per_90,Value.expected_assists_per_90,Value.expected_goal_involvements_per_90,Value.expected_goals_conceded_per_90,Value.goals_conceded_per_90,Value.now_cost_rank,Value.now_cost_rank_type,Value.points_per_game_rank,Value.points_per_game_rank_type,Value.selected_rank,Value.selected_rank_type,Value.clean_sheets_per_90
1,Jordan,472,4,0,0.5,17,0,Amissah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,60,444,52,429,43,453,60,0,0,0,0,0,0,579,67,457,60,243,39,0
1,Marek,284,4,3.5,0.5,10,7,Rodák,180,0,0,1,2,0,0,0,0,0,2,0,33,19,0,0,1.9,2,0,0,0,2.12,352,29,391,32,374,23,365,29,0,1,0,0,1.06,1,516,47,89,17,251,40,0.5
1,Lawrence,181,4,0,0.5,6,0,Vigouroux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,41,388,29,371,20,402,41,0,0,0,0,0,0,513,44,406,41,253,41,0
1,Darren,80,4,0,0.5,3,0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,33,367,15,349,6,387,33,0,0,0,0,0,0,486,30,391,33,255,42,0
2,Charlie,178,4,0,1.3,6,0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,138,379,137,361,133,394,138,0,0,0,0,0,0,502,144,398,139,145,42,0
1,Matt,28,4,0,0.4,1,0,Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,53,412,43,396,34,424,53,0,0,0,0,0,0,541,58,428,53,261,43,0
1,Daniel,546,4,3,0.4,20,6,Bentley,180,0,0,0,3,0,0,0,0,0,11,0,45,70.2,0,0,7,2,0,0,0,4.66,318,24,373,20,355,11,346,24,0,5.5,0,0,2.33,1.5,494,35,131,22,268,44,0
2,Calum,37,4,0.9,1.2,2,13,Chambers,345,0,0,0,4,0,0,0,2,0,0,0,67,74.4,29.8,8,11.1,2,0.14,0.19,0.33,5.88,313,120,302,114,327,126,331,122,0.04,0,0.05,0.09,1.53,1.04,500,143,380,134,154,45,0
1,Caoimhin,301,4,2,0.4,11,2,Kelleher,90,0,0,0,4,0,0,0,0,0,6,0,20,38,0,0,3.8,1,0,0,0,1.77,344,28,400,36,384,27,355,28,0,6,0,0,1.77,4,529,51,244,27,286,45,0
2,Mads Juel,315,4,0,1.2,12,0,Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,149,403,148,387,146,415,149,0,0,0,0,0,0,532,161,419,150,158,46,0
1,Denis,169,4,0,0.3,6,0,Franchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,58,440,50,425,41,449,58,0,0,0,0,0,0,575,65,453,58,290,46,0
1,Rúnar Alex,18,4,0,0.3,1,0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,39,384,27,366,18,398,39,0,0,0,0,0,0,508,42,402,39,309,47,0
1,Adam,479,4,0,0.3,17,0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,37,378,24,360,15,393,37,0,0,0,0,0,0,501,39,397,37,312,48,0
2,Kell,431,4,0,1.1,15,0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,154,415,153,400,152,426,154,0,0,0,0,0,0,547,169,430,155,162,48,0
2,Ki-Jana,556,4,0,1.1,20,0,Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,162,427,162,412,161,437,162,0,0,0,0,0,0,561,180,441,163,164,49,0
1,Tom,564,4,0,0.3,20,0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,42,389,30,372,21,403,42,0,0,0,0,0,0,514,45,407,42,330,50,0
1,Alfie,521,4,0,0.3,18,0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,46,397,35,380,26,410,46,0,0,0,0,0,0,522,50,414,46,341,51,0
1,Adrián,289,4,0,0.2,11,0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,35,371,18,353,9,390,35,0,0,0,0,0,0,492,33,394,35,349,52,0
1,Tom,384,4,0,0.2,14,0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,32,366,14,348,5,386,32,0,0,0,0,0,0,485,29,390,32,352,53,0
2,Djed,517,4,1,1,18,4,Spence,5,0,0,0,0,0,0,0,0,0,0,0,10,0.2,1.3,20,2.2,0,0.06,0,0.06,0.47,380,135,348,130,312,118,363,131,1.08,0,0,1.08,8.46,0,545,167,354,130,172,53,0
1,Ellery,91,4,0,0.2,4,0,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,54,416,45,401,36,427,54,0,0,0,0,0,0,548,60,431,54,393,54,0
2,Sergio,366,4,1.8,1,13,21,Sergio Gómez,340,0,1,1,6,0,0,0,0,0,0,1,83,76.2,80.5,30,18.7,2,0.37,1.05,1.42,5.9,311,119,250,85,297,111,311,116,0.1,0,0.28,0.38,1.56,1.59,557,176,272,101,177,54,0.26
1,Zack,367,4,0,0.2,13,0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,44,393,33,376,24,406,44,0,0,0,0,0,0,518,48,410,44,406,55,0
1,Brandon,491,4,0,0.2,18,0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,49,408,39,392,30,420,49,0,0,0,0,0,0,537,54,424,49,414,56,0
1,Karl,408,4,0,0.2,15,0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,34,370,17,352,8,389,34,0,0,0,0,0,0,491,32,393,34,415,57,0
1,Tom,141,4,0,0.2,5,0,McGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,48,405,38,389,29,417,48,0,0,0,0,0,0,534,53,421,48,430,58,0
1,Gabriel,215,4,0,0.1,7,0,Slonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,57,433,48,418,39,443,57,0,0,0,0,0,0,568,63,447,57,445,59,0
2,James,241,4,1.3,0.9,8,8,Tomkins,335,1,0,0,10,0,0,0,1,1,0,1,50,90,1.1,54,14.6,3,0.81,0,0.81,9.99,303,118,349,131,265,97,321,118,0.22,0,0,0.22,2.68,2.69,489,139,333,121,192,60,0
1,Viljami,57,4,0,0.1,2,0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,56,421,47,406,38,432,56,0,0,0,0,0,0,553,62,436,56,447,60,0
1,Matthew,97,4,0,0.1,4,0,Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,59,441,51,426,42,450,59,0,0,0,0,0,0,576,66,454,59,451,61,0
1,Remi,233,4,0,0.1,8,0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,45,395,34,378,25,408,45,0,0,0,0,0,0,520,49,412,45,454,62,0
1,Marcus,192,4,0,0.1,7,0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,40,386,28,369,19,400,40,0,0,0,0,0,0,511,43,404,40,472,63,0
1,Scott,347,4,0,0.1,13,0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,31,364,12,346,3,385,31,0,0,0,0,0,0,483,27,389,31,483,64,0
2,Malo,203,4,0,0.8,7,0,Gusto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,170,436,170,421,169,446,170,0,0,0,0,0,0,571,189,450,171,202,64,0
1,Mark,411,4,0,0.1,15,0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,36,374,21,356,12,391,36,0,0,0,0,0,0,495,36,395,36,496,65,0
2,Ameen,157,4,0,0.7,6,0,Al-Dakhil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,172,439,172,424,171,448,172,0,0,0,0,0,0,574,191,452,173,206,65,0
1,Kjell,147,4,0,0.1,5,0,Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,55,417,46,402,37,428,55,0,0,0,0,0,0,549,61,432,55,517,66,0
1,Andy,579,4,0,0,9,0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,30,363,11,345,2,384,30,0,0,0,0,0,0,482,26,388,30,578,67,0
2,Jan Paul,150,4,0.8,0.7,5,6,Van Hecke,291,0,0,0,7,0,0,0,2,0,0,0,54,71.4,5.8,10,8.8,3,0.55,0.04,0.59,6.72,316,121,338,126,323,125,335,124,0.17,0,0.01,0.18,2.08,2.16,567,186,383,135,210,69,0
2,Japhet,518,4,1,0.7,18,4,Tanganga,145,0,0,0,5,0,0,0,0,0,0,0,32,27.6,6.2,0,3.3,2,0,0.01,0.01,3.69,348,128,337,125,382,143,359,130,0,0,0.01,0.01,2.29,3.1,527,158,352,128,216,70,0
2,Sepp,312,4,0,0.6,11,0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,165,430,165,415,164,440,165,0,0,0,0,0,0,564,183,444,166,228,75,0
2,Kevin,277,4,1.2,0.6,10,7,Mbabu,141,0,1,0,7,0,0,0,1,0,0,0,39,39.8,37.7,0,7.8,1,0,0.42,0.42,7.18,343,127,296,111,368,137,344,125,0,0,0.27,0.27,4.58,4.47,510,149,343,124,239,80,0
2,Chris,474,4,0,0.5,17,0,Basham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,136,369,135,351,131,388,136,0,0,0,0,0,0,488,138,392,137,241,81,0
2,Chris,238,4,1.4,0.5,8,13,C.Richards,443,0,0,1,11,0,0,0,0,0,0,0,83,92.4,15.3,26,13.2,4,0.71,0.05,0.76,11.19,299,116,325,121,305,114,323,120,0.14,0,0.01,0.15,2.27,2.23,554,173,320,117,244,82,0.2
2,Jarrad,245,4,0,0.5,9,0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,169,435,169,420,168,445,169,0,0,0,0,0,0,570,188,449,170,247,83,0
2,Bendegúz,547,4,0,0.5,20,0,Bolla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,158,422,157,407,156,433,158,0,0,0,0,0,0,555,174,437,159,250,85,0
2,Dan,333,4,0,0.5,12,0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,139,380,138,362,134,395,139,0,0,0,0,0,0,503,145,399,140,252,86,0
2,Cédric,2,4,1.2,0.4,1,10,Cédric,223,0,0,0,3,0,0,0,0,0,0,0,56,56.4,51.4,10,11.9,2,0.06,0.19,0.25,2.83,327,125,281,100,322,124,328,121,0.02,0,0.08,0.1,1.14,1.21,490,140,342,123,266,90,0
2,Bobby,179,4,0,0.4,6,0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,166,431,166,416,165,441,166,0,0,0,0,0,0,565,184,445,167,278,94,0
2,Hjalmar,167,4,0,0.4,6,0,Ekdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,168,434,168,419,167,444,168,0,0,0,0,0,0,569,187,448,169,285,96,0
2,Rhys,487,4,0,0.4,17,0,Norrington-Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,164,429,164,414,163,439,164,0,0,0,0,0,0,563,182,443,165,289,98,0
2,James,69,4,0,0.3,3,0,Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,167,432,167,417,166,442,167,0,0,0,0,0,0,566,185,446,168,299,102,0
2,Reece,318,4,0,0.3,12,0,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,143,392,142,375,139,405,143,0,0,0,0,0,0,517,151,409,144,303,104,0
2,Jamaal,419,4,0.7,0.3,15,3,Lascelles,214,0,0,0,5,0,0,0,4,0,0,0,22,42.6,0.9,13,5.4,2,0.11,0.01,0.12,4.34,338,126,351,133,319,122,353,128,0.05,0,0,0.05,1.83,2.1,499,142,387,136,308,107,0
2,Joe,510,4,0,0.3,18,0,Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,152,407,151,391,149,419,152,0,0,0,0,0,0,536,164,423,153,318,111,0
2,Ethan,185,4,0,0.3,7,0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,147,399,146,383,144,412,147,0,0,0,0,0,0,528,159,416,148,329,114,0
2,Nuno,23,4,0,0.3,1,0,Tavares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,160,424,159,409,158,435,160,0,0,0,0,0,0,558,177,439,161,331,115,0
2,Luke,171,4,0,0.3,6,0,McNally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,171,437,171,422,170,447,171,0,0,0,0,0,0,572,190,451,172,333,116,0
2,CJ,166,4,0,0.3,6,0,Egan-Riley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,159,423,158,408,157,434,159,0,0,0,0,0,0,556,175,438,160,340,120,0
2,Kortney,45,4,0,0.3,2,0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,142,387,141,370,138,401,142,0,0,0,0,0,0,512,150,405,143,342,121,0
2,Mads,93,4,1,0.3,4,4,Bech,18,0,0,0,0,0,0,0,0,0,0,0,12,2.6,0.2,0,0.2,0,0,0,0,0.28,373,133,359,134,397,150,380,135,0,0,0,0,1.4,0,542,165,353,129,344,122,0
2,Álvaro,380,4,0,0.2,14,0,Fernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,174,443,174,428,173,452,174,0,0,0,0,0,0,578,193,456,175,345,123,0
2,Brandon,374,4,0,0.2,14,0,B.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,153,414,152,399,151,425,153,0,0,0,0,0,0,546,168,429,154,355,129,0
2,Eric,375,4,0,0.2,14,0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,146,398,145,381,142,411,146,0,0,0,0,0,0,525,156,415,147,359,132,0
2,Nathaniel,306,4,1.5,0.2,11,3,Phillips,65,0,0,0,1,0,0,0,0,0,0,0,17,15.4,1.4,18,3.4,1,0.04,0.01,0.05,0.48,354,130,346,128,317,121,358,129,0.06,0,0.01,0.07,0.66,1.38,526,157,306,114,360,133,0
2,Jonathan,460,4,0,0.2,16,0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,150,404,149,388,147,416,150,0,0,0,0,0,0,533,162,420,151,377,145,0
2,Charlie,102,4,0,0.2,4,0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,151,406,150,390,148,418,151,0,0,0,0,0,0,535,163,422,152,378,146,0
2,Auston,27,4,0,0.2,1,0,Trusty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,148,401,147,385,145,413,148,0,0,0,0,0,0,530,160,417,149,379,147,0
2,Javier,422,4,1,0.2,15,4,Manquillo,34,0,0,0,1,0,0,0,0,0,0,0,19,12,5.5,2,2,0,0,0.01,0.01,0.97,360,131,339,127,342,130,364,132,0,0,0.03,0.03,2.57,2.65,505,147,350,126,383,150,0
2,Mohamed,444,4,0,0.2,16,0,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,145,396,144,379,141,409,145,0,0,0,0,0,0,521,153,413,146,390,154,0
2,Jamal,420,4,1,0.2,15,2,J.Lewis,9,0,0,0,1,0,0,0,0,0,0,0,6,1,1,4,0.6,0,0,0,0,1.05,376,134,350,132,335,129,378,134,0,0,0,0,10.5,10,524,155,351,127,395,155,0
2,Giulian,438,4,1,0.2,16,2,Biancone,15,0,0,0,1,0,0,0,0,0,0,0,9,6.8,0,0,0.7,0,0,0,0,0.55,368,132,425,160,410,159,376,133,0,0,0,0,3.3,6,559,178,355,131,396,156,0
2,Jake,235,4,0,0.2,8,0,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,173,442,173,427,172,451,173,0,0,0,0,0,0,577,192,455,174,402,158,0
2,Harrison,404,4,0,0.2,15,0,Ashby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,161,426,161,411,160,436,161,0,0,0,0,0,0,560,179,440,162,405,160,0
2,Terence,274,4,0,0.2,10,0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,140,381,139,363,135,396,140,0,0,0,0,0,0,504,146,400,141,408,162,0
2,Micha?,136,4,0,0.2,5,0,Karbownik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,163,428,163,413,162,438,163,0,0,0,0,0,0,562,181,442,164,412,165,0
2,Abdul Rahman,190,4,0,0.2,7,0,Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,141,385,140,367,136,399,141,0,0,0,0,0,0,509,148,403,142,413,166,0
2,Loïc,454,4,0,0.2,16,0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,156,419,155,404,154,430,156,0,0,0,0,0,0,551,171,434,157,422,171,0
2,Teden,393,4,0,0.1,14,0,Mengi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,157,420,156,405,155,431,157,0,0,0,0,0,0,552,172,435,158,455,184,0
